run,fileNum,bound status,ligand,receptor,lig_x,lig_y,lig_z,rec_x,rec_y,rec_z,formed_time,broken_time,lig_break_x,lig_break_y,lig_break_z,rec_break_x,rec_break_y,rec_break_z,delta
45,2,1,40,56,-789.333043,197.162974,29.161234999999998,-762.147286,207.151262,0.0,34.483113128,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4000000000000001e-05
45,3,1,14,58,696.587075,-291.558271,23.461986,663.098856,-295.71506600000004,0.0,36.976657129,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.6e-05
47,1,1,38,57,-759.0626900000001,-149.3921,40.558023,-754.7004440000001,-154.414375,0.0,16.899460661,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.3e-05
48,1,1,44,78,516.355086,-218.779154,36.211929999999995,526.655432,-235.265714,0.0,45.144270011,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.8999999999999997e-05
49,1,1,100,38,-107.055027,146.109249,24.584122,-112.019402,178.669724,0.0,3.1745318995,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7e-05
49,2,1,129,24,-205.227823,-456.00500300000004,30.977363,-179.23993000000002,-448.64018799999997,0.0,17.900689150999998,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.3e-05
50,1,1,89,61,433.525268,-139.509251,40.35288,440.466795,-135.94933400000002,0.0,12.953346407,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3e-05
52,1,1,51,74,-696.808139,-81.859691,35.418671,-689.1630389999999,-62.46175600000001,0.0,26.90483016,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-4e-06
53,1,1,98,13,28.725367,683.883646,29.353886,14.321807999999999,708.785374,0.0,13.064638752999999,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1e-05
53,2,1,105,87,467.989472,-833.110441,14.946632000000001,442.11158200000006,-861.326405,0.0,50.076895405,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.8999999999999997e-05
54,1,1,131,73,-660.8692980000001,-254.771014,26.836166,-677.413669,-281.139794,0.0,5.150952586,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7e-05
55,1,1,43,68,499.52564900000004,-759.375633,24.339804,532.634215,-760.1523,0.0,44.27854187,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.4e-05
55,2,1,4,42,269.66887,-329.802792,38.369085,274.047557,-315.736921,0.0,48.464437275,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1e-05
