run,fileNum,bound status,ligand,receptor,lig_x,lig_y,lig_z,rec_x,rec_y,rec_z,formed_time,broken_time,lig_break_x,lig_break_y,lig_break_z,rec_break_x,rec_break_y,rec_break_z,delta
113,1,1,7,22,-591.495167,235.29073599999998,40.303329999999995,-583.683679,237.248548,0.0,15.945471265999998,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,9e-06
114,1,1,78,40,791.355863,114.441814,28.609008000000003,771.456554,136.230703,0.0,9.3475949852,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3e-05
114,2,1,70,8,631.091057,339.773612,34.540657,652.0386219999999,347.346821,0.0,29.220944656,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1e-05
114,3,1,55,85,224.38372999999999,-693.2425,29.035931,197.868944,-681.280506,0.0,40.131190007,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8e-05
115,1,1,133,61,-267.438687,-533.071343,35.373126,-247.54172400000002,-526.585709,0.0,0.73577331301,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,8e-06
115,2,1,91,24,552.043569,797.887622,25.387273,570.349217,824.52589,0.0,59.51382401,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.8999999999999997e-05
119,1,1,139,41,-303.852023,-309.869862,21.297667,-293.235333,-276.360098,0.0,16.136286829,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1e-05
122,1,1,42,48,627.157286,-25.709483,39.773185999999995,623.782821,-35.503221,0.0,41.555315877,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,8e-06
122,2,1,24,18,633.48506,-15.566444,35.75565,627.9335570000001,-35.058178999999996,0.0,51.717333,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2e-05
123,1,1,130,76,-601.579671,144.329456,38.681884000000004,-615.1709480000001,141.466003,0.0,14.584473982,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,4e-06
123,2,1,89,74,-211.61442000000002,-219.58594399999998,31.752709000000003,-204.624889,-194.443939,0.0,25.585962035999998,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8e-05
123,3,1,69,80,724.3395730000001,440.468887,34.699099,702.782107,444.992291,0.0,47.534168806000004,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7e-05
123,4,1,116,43,-215.497633,-607.028242,34.453692,-206.838859,-627.696606,0.0,49.653482978999996,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1e-05
127,1,1,137,12,114.710071,652.8565219999999,38.958638,102.769592,658.228823,0.0,27.841608014000002,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6000000000000002e-05
127,2,1,79,75,-135.908899,-92.878805,38.588143,-130.20523500000002,-79.931552,0.0,48.607429542,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.5e-05
129,1,1,112,79,-186.09664899999999,572.62512,20.616293,-197.18093100000002,538.841772,0.0,4.4048821933,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.1e-05
129,2,1,144,34,439.592754,-209.799248,27.943434000000003,411.064202,-200.078397,0.0,18.905616695,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4999999999999999e-05
129,3,1,106,76,147.84902,-577.434472,35.119339000000004,165.04466100000002,-590.089704,0.0,28.947551681999997,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6e-05
130,1,1,28,67,104.82605,395.791058,32.973636,89.66958000000001,376.49780699999997,0.0,14.543612783,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4000000000000001e-05
131,1,1,71,27,-385.399008,608.961109,23.913055,-375.883542,641.005288,0.0,23.728791232,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.7000000000000002e-05
134,1,1,76,5,-722.624378,-136.142276,34.653447,-702.81593,-145.938922,0.0,0.6993572950399999,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,3e-06
134,2,1,112,62,-525.59919,424.23755300000005,40.806385999999996,-529.054066,427.717743,0.0,24.05149475,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1e-05
134,3,1,104,68,-512.742307,433.424041,34.729748,-530.590255,420.59815499999996,0.0,57.084190278,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.4e-05
135,1,1,105,37,458.439355,820.078327,24.241594,488.29106500000006,834.584622,0.0,0.7525929555399999,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5e-05
135,2,1,49,91,696.2410150000001,464.67190199999993,24.101181,666.4831379999999,479.598841,0.0,5.041794297,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1e-05
135,3,1,116,84,-420.683301,499.214537,29.842471999999997,-402.569759,477.52275999999995,0.0,35.838802559,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.9e-05
135,4,1,93,19,-651.004626,-390.818286,34.345601,-635.401308,-374.504936,0.0,38.87500003,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1e-05
136,1,1,0,53,-229.999227,128.874449,31.466205,-205.419469,119.13156599999999,0.0,38.024534864,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,4e-06
137,1,1,77,15,-747.3981660000001,-411.29266,36.422677,-766.440072,-411.324152,0.0,32.835766791,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.2e-05
138,1,1,69,66,656.418798,-624.211689,40.748233,656.449354,-618.846134,0.0,55.334786021999996,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7e-05
140,1,1,116,15,-783.0867599999999,39.831208000000004,22.364645,-749.065054,45.448412,0.0,31.233576859,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.9e-05
140,2,1,75,45,-81.217261,223.199148,31.560391999999997,-92.174329,199.25976799999998,0.0,36.304781092,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-4e-06
140,3,1,3,22,391.434416,-621.240727,24.73264,359.61042799999996,-613.194821,0.0,52.345228189,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.5e-05
141,1,1,57,84,-473.200378,362.86807799999997,29.730121,-500.52807300000006,370.518444,0.0,10.740852907,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4000000000000001e-05
141,2,1,62,43,211.983192,-97.879818,36.621699,198.71925,-84.76001600000001,0.0,19.998049593,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-06
141,3,1,146,69,61.81419399999999,-265.088271,35.169361,82.916157,-267.740492,0.0,26.142403384,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3000000000000001e-05
141,4,1,103,20,338.556622,-763.1590219999999,25.389589,349.213528,-732.646573,0.0,46.456530288,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,5e-06
141,5,1,70,34,545.700739,-700.5807530000001,31.563228000000002,531.473932,-722.729604,0.0,59.716201365,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3000000000000001e-05
143,1,1,68,20,-584.968496,-63.954209,39.648046,-575.212935,-68.651885,0.0,8.746327940499999,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-4e-05
143,2,1,8,48,437.560241,-767.214612,15.400851999999999,400.12708399999997,-774.3406309999999,0.0,52.789476526,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.8000000000000003e-05
144,1,1,119,37,582.053158,-593.92812,18.832811,546.395793,-601.870671,0.0,9.5839815208,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.1e-05
145,1,1,35,8,-192.758668,-484.800072,21.276125,-158.75483899999998,-493.75959400000005,0.0,12.029692530999998,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.8e-05
146,1,1,47,8,818.754638,-743.170802,32.599534999999996,810.98383,-719.377968,0.0,3.4149410694,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,5e-05
147,1,1,12,62,68.673958,-691.030784,34.10072,78.521479,-670.309391,0.0,5.4698840844,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3000000000000001e-05
147,2,1,146,85,-368.701298,769.4647719999999,22.678709,-398.043238,751.746499,0.0,38.250135106,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,6e-06
148,1,1,115,57,-51.22394,561.2780690000001,25.378213,-82.168166,551.918064,0.0,43.073729425,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8e-05
150,1,1,55,38,441.73399800000004,123.622616,36.081055,460.705028,128.86349199999998,0.0,10.376934306,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-9e-06
151,1,1,132,38,458.70051399999994,840.0708789999999,34.446869,479.95967199999996,832.95267,0.0,25.680658073000004,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.9999999999999997e-05
151,2,1,93,88,766.935153,-71.992485,40.762982,770.426858,-68.068714,0.0,43.027187126,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6e-05
152,1,1,103,63,59.256007999999994,-34.055361,17.488305,92.183788,-51.350812,0.0,22.869472021,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6000000000000002e-05
152,2,1,101,52,582.109562,-678.185172,14.123123000000001,556.57648,-649.2401940000001,0.0,50.275220735,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1e-05
153,1,1,97,26,554.572253,-766.421407,39.760121999999996,546.362865,-772.8203110000001,0.0,24.963170103000003,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.2e-05
154,1,1,148,28,-670.736261,8.383577,36.312988,-655.2303440000001,19.791669,0.0,56.117717492,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4000000000000001e-05
154,2,1,135,89,-112.002086,686.666778,38.699627,-98.432114,689.3878480000001,0.0,56.804672987,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-6e-06
155,1,1,32,40,228.33965299999997,-694.6823009999999,32.474661,224.184836,-669.835887,0.0,23.575160636,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,5e-06
156,1,1,82,84,-675.634933,152.363043,17.388367000000002,-638.956692,145.91624299999998,0.0,4.7877123539,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-2e-06
156,2,1,107,42,-144.608023,-612.540692,37.967921999999994,-159.943701,-609.010158,0.0,42.003367123000004,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,9e-06
157,1,1,72,5,372.959791,156.469323,29.407028000000004,376.00397000000004,127.918139,0.0,35.823171546,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,5e-06
157,2,1,55,28,854.1030710000001,-2.2183,34.913821999999996,845.349999,-22.058159,0.0,35.994691538000005,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4999999999999999e-05
157,3,1,43,24,-299.443035,-521.012995,21.108286,-327.086225,-542.910627,0.0,41.880086995999996,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3e-05
158,1,1,64,36,248.26241800000003,-895.5060269999999,40.391951,241.366116,-892.321119,0.0,8.5779198315,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8000000000000003e-05
158,2,1,112,30,-559.117033,420.238079,29.844214,-536.804124,437.57775599999997,0.0,13.751593254000001,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.1e-05
159,1,1,16,26,-476.49238899999995,512.367222,37.391084,-493.052193,508.25752,0.0,12.356918117000001,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1e-06
159,2,1,99,30,749.749364,-332.978512,29.183905,773.278963,-349.826723,0.0,39.326793004,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.7e-05
160,1,1,87,44,-34.856747999999996,292.536969,35.506075,-22.688651999999998,309.28413,0.0,46.578715483,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6e-05
161,1,1,143,91,583.322119,209.677979,20.955529000000002,567.080637,241.08325200000002,0.0,4.1263537351999995,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4000000000000001e-05
161,2,1,53,35,229.79772400000002,-529.232561,34.73924,207.92124099999998,-531.1850049999999,0.0,25.985079661999997,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.3e-05
162,1,1,39,35,695.594606,-707.069969,30.491002,678.046821,-685.8195099999999,0.0,12.283282219,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.4e-05
162,2,1,106,69,-530.989475,679.612854,33.141979,-527.488647,703.666166,0.0,48.85494776,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9e-05
163,1,1,98,84,249.61675099999997,796.926378,23.193614999999998,220.781298,814.808826,0.0,54.547290343,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1e-05
164,1,1,6,81,548.0871099999999,-403.541234,40.012459,542.734254,-411.25877,0.0,5.6141793692999995,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,3e-06
165,1,1,90,6,-41.859632,-817.833093,27.014584000000003,-12.745063,-828.404912,0.0,15.47624723,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1e-05
165,2,1,97,71,668.6794629999999,349.508832,31.227013,644.9536099999999,337.213795,0.0,43.968160711,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,4e-06
165,3,1,143,70,623.675793,322.063342,32.26012,643.941024,337.484611,0.0,45.660823647,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,6e-06
165,4,1,1,51,-668.3374259999999,-757.068838,38.774337,-681.928317,-758.092579,0.0,49.000964228,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-6e-06
165,5,1,81,90,-54.201065,-861.942235,17.975376,-88.617249,-848.4655939999999,0.0,50.343746386999996,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.8999999999999997e-05
166,1,1,146,31,-392.891735,-372.269344,19.040035,-357.27497,-364.644779,0.0,6.4097050290999995,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05
166,2,1,15,89,82.111426,-90.231585,21.202854000000002,103.07343399999999,-61.943067000000006,0.0,14.473422917,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.6e-05
166,3,1,11,83,-428.832711,-224.09708999999998,28.206228999999997,-398.981227,-225.68034100000003,0.0,21.570906350999998,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1e-05
166,4,1,96,50,-584.2990179999999,-118.379065,31.200839000000002,-576.6586679999999,-92.74037299999999,0.0,50.771231408999995,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-2e-06
168,1,1,32,61,-256.721978,125.750378,37.924937,-266.629454,138.109715,0.0,27.020552200999997,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6000000000000002e-05
168,2,1,84,37,-417.678135,579.85646,36.670152,-436.142926,577.96852,0.0,39.299498076999996,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5e-05
169,1,1,113,76,715.711672,-709.361455,33.422295,733.290982,-693.140341,0.0,13.597837105999998,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.3e-05
169,2,1,131,7,-183.128732,-778.395741,40.34276,-190.95829799999998,-779.004005,0.0,26.041847688,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,4e-06
170,1,1,31,67,-596.9427919999999,-133.422028,28.561737,-623.224575,-146.93885,0.0,18.029878272999998,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.000000000000001e-06
170,2,1,59,34,-255.56702400000003,235.052315,33.997784,-235.601838,223.444058,0.0,20.098952052,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-5e-06
171,1,1,47,37,-735.776013,397.602444,39.926913,-739.039088,406.789521,0.0,12.68342839,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9e-05
171,2,1,142,36,-753.111406,388.192339,34.544834,-739.246389,405.617211,0.0,14.990680821,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,5e-06
172,1,1,112,84,-4.776999,-43.838463,27.991491999999997,-27.784425,-63.238102000000005,0.0,32.480518545,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4999999999999999e-05
172,2,1,49,48,629.817499,-345.819275,30.37149,645.943926,-368.329658,0.0,58.07991601,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.4e-05
173,1,1,15,49,292.918625,344.984785,18.290301,267.796516,318.085845,0.0,59.335063965,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9e-05
174,1,1,123,14,852.817801,-403.397825,23.663726999999998,841.0420720000001,-371.92451,0.0,53.593825833000004,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-8e-06
175,1,1,46,85,290.04992599999997,-493.458037,40.733431,294.312515,-490.018535,0.0,11.674902477,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7000000000000002e-05
175,2,1,143,7,-3.792971,-497.70909400000005,35.352053999999995,-12.550305,-516.755229,0.0,19.840761674,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7e-05
175,3,1,94,36,-459.143004,-240.071508,35.623585999999996,-473.07894500000003,-225.03958799999998,0.0,25.657131483,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2e-05
175,4,1,130,23,-283.524267,-143.25098400000002,30.258136,-287.699221,-170.75051000000002,0.0,55.11142133600001,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3000000000000001e-05
177,1,1,83,6,295.447691,-825.0841019999999,16.655735999999997,321.566735,-852.095098,0.0,12.42338307,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4e-05
177,2,1,84,37,-745.215486,20.094435999999998,28.986595,-755.769138,47.253432000000004,0.0,53.858073106000006,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,4e-05
178,1,1,48,29,-444.94504900000004,398.040854,28.141992,-421.100574,379.911266,0.0,34.522070502,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3e-05
179,1,1,76,27,685.627933,296.541987,10.804884,649.2692599999999,312.369436,0.0,21.967844918,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.9e-05
179,2,1,1,79,220.03866499999998,221.07978300000002,38.240384000000006,225.118906,235.25979700000002,0.0,37.825320954,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7e-05
180,1,1,24,60,235.7673,147.593557,37.696365,220.441908,153.366432,0.0,0.66246169709,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-4e-06
180,2,1,33,25,-159.744646,615.811347,34.396821,-169.75266200000002,595.664254,0.0,33.111802904,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.6e-05
181,1,1,63,48,72.080596,137.853249,20.055916,42.472576000000004,158.10998999999998,0.0,20.176997763,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-06
181,2,1,14,17,6.4138470000000005,517.548906,30.397028000000002,-6.35007,493.00681900000006,0.0,28.478232759,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1e-05
181,3,1,62,34,-401.13226099999997,-750.634853,39.706595,-403.468484,-740.284142,0.0,38.527354868,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4000000000000001e-05
181,4,1,27,21,740.77271,697.50877,19.604127,755.431566,664.493548,0.0,56.910786408,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6e-05
182,1,1,94,55,198.03534,588.933445,29.379576,171.951704,576.863089,0.0,58.150249258,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1e-05
183,1,1,44,58,470.582461,842.821392,35.681114,489.760717,849.7686970000001,0.0,14.486352522999999,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9999999999999997e-05
183,2,1,108,15,-849.774767,-729.340916,36.951079,-831.833246,-730.730017,0.0,35.106911706,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184,1,1,55,64,-450.769825,-636.644039,38.845240999999994,-445.533008,-624.281493,0.0,24.298944929,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-6e-06
184,2,1,76,87,146.381695,511.13027400000004,32.041371999999996,171.283412,504.61374299999994,0.0,31.159828885,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,3e-06
186,1,1,73,6,-849.94657,-735.903792,39.664553000000005,-840.1329599999999,-731.473693,0.0,15.514031147999999,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.000000000000001e-06
188,1,1,17,56,388.422477,279.808296,32.170201,404.003222,300.094356,0.0,34.484272515,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.3e-05
188,2,1,87,12,-304.637988,114.743427,35.18841,-321.17226400000004,128.07013,0.0,45.70586339,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.1e-05
188,3,1,46,2,-689.6881400000001,-307.836453,31.665778999999997,-715.888976,-307.775555,0.0,52.859809111000004,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2e-05
189,1,1,42,55,249.575448,825.0631940000001,30.685421,227.00367599999998,809.6318200000001,0.0,1.3061244899,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.4e-05
189,2,1,144,55,218.45146499999998,777.649362,24.355585,227.00367599999998,809.6318200000001,0.0,2.8867076116000003,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9999999999999997e-05
189,3,1,90,2,-235.558777,-104.46374399999999,35.124877000000005,-236.87136099999998,-83.162836,0.0,12.348170274000001,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8e-05
190,1,1,69,47,-779.685129,-579.849772,28.763321,-757.5588280000001,-560.554455,0.0,9.5565751085,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3000000000000001e-05
190,2,1,21,63,758.8679559999999,-478.765267,40.559819,756.569304,-484.996354,0.0,56.930885976999996,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1e-05
191,1,1,10,26,-97.599114,-26.244481,39.364810999999996,-109.33117,-24.836342000000002,0.0,24.134344991,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8999999999999997e-05
192,1,1,119,20,-582.246983,115.66924099999999,31.979198999999998,-607.562552,110.603348,0.0,14.092038332000001,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,6e-06
193,1,1,22,1,192.226077,-713.730492,39.750609000000004,197.94665,-722.469688,0.0,7.3406777462,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.000000000000001e-06
193,2,1,141,66,-36.262038000000004,511.043813,36.814313,-44.583399,527.3126030000001,0.0,9.581673176599999,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7000000000000002e-05
193,3,1,102,5,766.884458,547.296946,36.873018,781.6494700000001,557.860236,0.0,35.621154198,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.3e-05
194,1,1,41,47,-271.585619,729.6567660000001,32.039177,-269.65418700000004,755.3272440000001,0.0,2.0633431245,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3e-05
194,2,1,146,75,-366.799194,-360.550745,30.63604,-364.165562,-387.821719,0.0,35.549639541,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3000000000000001e-05
194,3,1,137,89,781.801378,-128.255171,38.731136,771.084207,-119.638327,0.0,55.236851091999995,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7e-05
194,4,1,136,16,841.22592,369.14360899999997,27.069793,813.580407,355.281421,0.0,55.888200274,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-2e-05
194,5,1,7,6,143.539477,66.5041,22.007576999999998,133.530376,99.74103199999999,0.0,59.762215063,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1e-05
195,1,1,82,4,490.825921,81.662035,19.184985,454.74305999999996,86.041034,0.0,24.885277098000003,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6000000000000002e-05
195,2,1,42,2,98.88316,648.892652,14.64321,66.96983399999999,627.530843,0.0,48.344089907,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05
196,1,1,69,82,267.32683199999997,141.510284,26.0242,235.663444,138.447173,0.0,9.1216732445,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2e-05
196,2,1,51,38,-65.950699,124.871187,39.984126,-75.44722800000001,124.32824099999999,0.0,12.202556735,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1e-05
197,1,1,147,35,233.298996,-458.904542,27.23522,261.32579100000004,-471.630546,0.0,45.918867864,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-5e-06
198,1,1,6,16,724.603801,351.990753,17.052012,755.138013,373.580158,0.0,30.008965135,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-05
198,2,1,21,83,273.908606,437.815051,31.297003999999998,272.238676,464.40297599999997,0.0,55.966173676000004,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4000000000000001e-05
199,1,1,94,33,383.117945,751.600676,36.2529,371.137478,766.812909,0.0,24.672338058,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7e-05
199,2,1,43,83,367.415983,719.624686,24.983644,388.870748,744.2157530000001,0.0,41.702258393,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
