renumbered,run,fileNum,bound status,ligand,receptor,lig_x,lig_y,lig_z,rec_x,rec_y,rec_z,formed_time,broken_time,lig_break_x,lig_break_y,lig_break_z,rec_break_x,rec_break_y,rec_break_z,delta
153,104,3,1,43,14,138.144261,140.4756,36.725981,147.604829,156.315742,0.0,30.308789602,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-06
154,72,3,1,57,41,3.809809,688.261299,25.257285,34.234052,699.470501,0.0,30.722963327,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5e-05
155,110,1,1,14,39,472.685039,-234.661209,35.568412,491.332488,-225.922273,0.0,31.053538556,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1e-05
156,184,2,1,76,87,146.381695,511.130274,32.041372,171.283412,504.613743,0.0,31.159828885,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,3e-06
157,140,1,1,116,15,-783.0867599999999,39.831208,22.364645,-749.065054,45.448412,0.0,31.233576859,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.9e-05
158,66,1,1,139,23,-705.154013,4.287553,17.887846,-702.0161860000001,-32.582309,0.0,31.728373494,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.8000000000000003e-05
159,35,2,1,41,30,-366.243595,156.358632,21.799734,-346.587942,127.589916,0.0,31.916395243,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5e-05
160,15,2,1,120,43,-269.60805600000003,-36.00497,35.63506,-263.835839,-55.652712,0.0,32.139422241,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-3e-06
161,172,1,1,112,84,-4.776999,-43.838463,27.991492,-27.784425,-63.238102000000005,0.0,32.480518545,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5e-05
162,137,1,1,77,15,-747.3981660000001,-411.29266,36.422677,-766.440072,-411.324152,0.0,32.835766791,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.2e-05
163,180,2,1,33,25,-159.744646,615.811347,34.396821,-169.75266200000002,595.664254,0.0,33.111802904,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.6e-05
164,105,1,1,34,52,-548.056496,45.703515,34.569387,-532.40454,61.489047,0.0,33.388137728000004,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-9e-06
165,40,2,1,42,9,-735.200144,458.150474,27.309051,-750.888801,431.744142,0.0,33.479137668,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1e-05
166,37,2,1,144,10,472.150827,-637.003339,37.872904,473.232004,-621.0758400000001,0.0,33.559378409000004,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3e-05
167,1,2,1,56,40,440.246018,-163.15713200000002,39.440448,449.853209,-156.725846,0.0,34.138250998000004,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8e-05
168,38,1,1,109,2,531.910125,-795.988199,34.060957,521.0485639999999,-775.712898,0.0,34.301482496999995,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-06
169,45,2,1,40,56,-789.333043,197.162974,29.161235,-762.147286,207.151262,0.0,34.483113128,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4e-05
170,188,1,1,17,56,388.422477,279.808296,32.170201,404.003222,300.094356,0.0,34.484272515,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.3e-05
171,178,1,1,48,29,-444.945049,398.040854,28.141992,-421.100574,379.911266,0.0,34.522070502,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3e-05
172,183,2,1,108,15,-849.774767,-729.340916,36.951079,-831.833246,-730.730017,0.0,35.106911706,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173,41,1,1,100,70,116.175117,-172.382234,39.896486,114.11481299999998,-162.72644,0.0,35.129555402,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5e-05
174,2,2,1,48,17,58.539382,-182.557783,31.91432,71.563135,-204.942288,0.0,35.483098008,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.4e-05
175,194,2,1,146,75,-366.799194,-360.550745,30.63604,-364.165562,-387.821719,0.0,35.549639541,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3e-05
176,193,3,1,102,5,766.884458,547.296946,36.873018,781.6494700000001,557.860236,0.0,35.621154198,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.3e-05
177,157,1,1,72,5,372.959791,156.469323,29.407028000000004,376.00397,127.918139,0.0,35.823171546,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,5e-06
178,135,3,1,116,84,-420.683301,499.214537,29.842472,-402.569759,477.52276,0.0,35.838802559,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.9e-05
179,157,2,1,55,28,854.1030710000001,-2.2183,34.913822,845.349999,-22.058159,0.0,35.994691538000005,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5e-05
180,140,2,1,75,45,-81.217261,223.199148,31.560392,-92.174329,199.259768,0.0,36.304781092,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-4e-06
181,108,3,1,25,87,-704.727694,-271.59896200000003,22.282267,-709.131664,-237.34532,0.0,36.34967364,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.4e-05
182,45,3,1,14,58,696.587075,-291.558271,23.461986,663.098856,-295.71506600000004,0.0,36.976657129,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.6e-05
183,179,2,1,1,79,220.038665,221.079783,38.240384000000006,225.118906,235.259797,0.0,37.825320954,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7e-05
184,32,3,1,89,12,290.408438,393.867728,27.648355,264.818182,410.296789,0.0,37.953026704,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.8e-05
185,136,1,1,0,53,-229.999227,128.874449,31.466205,-205.419469,119.131566,0.0,38.024534864,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,4e-06
186,147,2,1,146,85,-368.701298,769.4647719999999,22.678709,-398.043238,751.746499,0.0,38.250135106,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,6e-06
187,19,2,1,145,77,-667.679727,-810.673079,35.495352000000004,-656.4009219999999,-828.0535269999999,0.0,38.408213662,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8e-05
188,181,3,1,62,34,-401.132261,-750.634853,39.706595,-403.468484,-740.284142,0.0,38.527354868,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4e-05
189,135,4,1,93,19,-651.004626,-390.818286,34.345601,-635.401308,-374.504936,0.0,38.87500003,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1e-05
190,38,2,1,33,16,-84.888087,-874.723098,35.834538,-104.002069,-868.418244,0.0,38.900025419,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-5e-06
191,106,2,1,59,9,738.088707,-332.619901,26.367112,757.629379,-357.361564,0.0,38.917260738,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8000000000000003e-05
192,39,3,1,55,2,-60.81369399999999,-814.677828,32.400368,-76.328772,-794.710075,0.0,39.130943284,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2e-05
193,168,2,1,84,37,-417.678135,579.85646,36.670152,-436.142926,577.96852,0.0,39.299498077,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5e-05
194,159,2,1,99,30,749.749364,-332.978512,29.183905,773.278963,-349.826723,0.0,39.326793004,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.7e-05
195,29,1,1,147,85,358.07367400000004,677.817963,36.586457,344.508086,664.910017,0.0,39.396994091,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1e-05
196,30,1,1,133,35,212.774117,-503.111146,33.118716,226.54018,-523.182405,0.0,39.415780928,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-9e-06
197,114,3,1,55,85,224.38373,-693.2425,29.035931,197.868944,-681.280506,0.0,40.131190007,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8e-05
198,11,1,1,22,79,484.301463,-433.133751,22.632353,479.25884,-467.06837300000007,0.0,40.13846696,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
199,28,3,1,46,42,149.23446299999998,742.6079599999999,33.124466,143.553831,766.266159,0.0,40.208207972,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,3e-06
200,37,3,1,97,54,147.335342,-395.383434,41.07801,147.130428,-394.053956,0.0,40.592881465,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9e-05
201,97,2,1,144,72,-383.045789,174.67994299999998,35.161427,-387.589437,195.470209,0.0,40.701968163,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.1e-05
202,29,2,1,27,35,820.02859,342.452169,36.261851,801.419908,337.16044300000004,0.0,40.749766965,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.3e-05
203,19,3,1,118,50,-482.162498,-282.397279,38.885838,-493.270454,-275.068223,0.0,40.888589184,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-06
204,44,3,1,141,33,-172.234121,-1.435216,37.5317,-177.057275,14.605923,0.0,40.902853557,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.000000000000001e-06
205,15,3,1,50,72,-97.252573,165.285498,40.221521,-93.218924,157.857908,0.0,40.980954779,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-06
206,41,2,1,148,49,-16.056978,344.875059,36.054678,-34.241392,337.220248,0.0,41.279032008,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4e-05
207,122,1,1,42,48,627.157286,-25.709483,39.773186,623.782821,-35.503221,0.0,41.555315877,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,8e-06
208,199,2,1,43,83,367.415983,719.624686,24.983644,388.870748,744.2157530000001,0.0,41.702258393,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
209,157,3,1,43,24,-299.443035,-521.012995,21.108286,-327.086225,-542.910627,0.0,41.880086996,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3e-05
210,156,2,1,107,42,-144.608023,-612.540692,37.967922,-159.943701,-609.010158,0.0,42.003367123,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,9e-06
211,30,2,1,58,90,-270.789952,-345.562309,31.57024,-250.233928,-361.99338,0.0,42.050150853000005,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,3e-06
212,151,2,1,93,88,766.935153,-71.992485,40.762982,770.426858,-68.068714,0.0,43.027187126,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6e-05
213,148,1,1,115,57,-51.22394,561.2780690000001,25.378213,-82.168166,551.918064,0.0,43.073729425,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8e-05
214,165,2,1,97,71,668.6794629999999,349.508832,31.227013,644.9536099999999,337.213795,0.0,43.968160711,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,4e-06
215,92,1,1,146,20,595.924683,-716.2424679999999,33.792735,603.9802030000001,-694.279509,0.0,43.9795936,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4e-05
216,55,1,1,43,68,499.525649,-759.375633,24.339804,532.634215,-760.1523,0.0,44.27854187,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.4e-05
217,39,4,1,147,1,-413.718438,271.855935,37.869895,-423.675875,259.368654,0.0,44.435759964,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-05
218,25,1,1,112,76,-251.186948,-90.942224,31.77688,-252.335933,-116.982996,0.0,44.758222903,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6e-05
219,48,1,1,44,78,516.355086,-218.779154,36.21193,526.655432,-235.265714,0.0,45.144270011,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.9e-05
220,106,3,1,143,68,-398.04982,13.069652,12.049351,-365.306989,34.79361,0.0,45.330099616000005,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-06
221,165,3,1,143,70,623.675793,322.063342,32.26012,643.941024,337.484611,0.0,45.660823647,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,6e-06
222,188,2,1,87,12,-304.637988,114.743427,35.18841,-321.17226400000004,128.07013,0.0,45.70586339,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.1e-05
223,70,2,1,48,68,-823.7250690000001,-54.483424,40.365783,-828.969819,-60.167562,0.0,45.903983805,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,4e-05
224,197,1,1,147,35,233.298996,-458.904542,27.23522,261.32579100000004,-471.630546,0.0,45.918867864,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-5e-06
225,61,2,1,107,87,-789.123421,227.24083,38.868029,-776.0137950000001,229.814344,0.0,46.020992242,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3e-05
226,141,4,1,103,20,338.556622,-763.1590219999999,25.389589,349.213528,-732.646573,0.0,46.456530288,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,5e-06
227,160,1,1,87,44,-34.856748,292.536969,35.506075,-22.688652,309.28413,0.0,46.578715483,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6e-05
228,13,1,1,3,49,382.800783,-138.815372,27.240769,386.730465,-108.291496,0.0,46.693611238,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3e-05
229,16,2,1,3,80,382.31182,-180.797548,21.952298000000003,396.818457,-149.224373,0.0,46.96747430600001,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6e-05
230,8,2,1,96,6,87.532645,558.989116,31.939177,112.171588,566.864265,0.0,47.219358624,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.2e-05
231,123,3,1,69,80,724.3395730000001,440.468887,34.699099,702.782107,444.992291,0.0,47.534168806,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7e-05
232,88,2,1,125,64,288.83923,-220.70716,39.749734,299.249292,-219.812688,0.0,47.756781311000005,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05
233,34,1,1,124,39,281.627739,-412.972335,15.668151000000002,243.632103,-412.753011,0.0,48.015354087,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.1e-05
234,81,1,1,108,36,837.643286,-320.190585,24.148966,804.993824,-313.86206400000003,0.0,48.108406902,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-06
235,195,2,1,42,2,98.88316,648.892652,14.64321,66.96983399999999,627.530843,0.0,48.344089907,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05
236,10,1,1,78,46,-414.147503,-729.350696,27.731999,-398.333853,-755.236496,0.0,48.366709486000005,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1e-06
237,55,2,1,4,42,269.66887,-329.802792,38.369085,274.047557,-315.736921,0.0,48.464437275,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1e-05
238,127,2,1,79,75,-135.908899,-92.878805,38.588143,-130.20523500000002,-79.931552,0.0,48.607429542,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.5e-05
239,5,2,1,20,75,-483.79527800000005,494.767159,33.241125,-459.95987,498.780904,0.0,48.742136217,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-9e-06
240,162,2,1,106,69,-530.989475,679.612854,33.141979,-527.488647,703.666166,0.0,48.85494776,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9e-05
241,110,2,1,35,1,198.670325,-221.286955,38.450991,184.670472,-217.448408,0.0,48.928574401000006,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2e-05
242,110,3,1,84,56,368.906026,393.924539,19.209568,367.992716,357.601421,0.0,48.983791703,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.000000000000001e-06
243,165,4,1,1,51,-668.3374259999999,-757.068838,38.774337,-681.928317,-758.092579,0.0,49.000964228,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-6e-06
244,61,3,1,59,65,-635.111774,-486.799929,31.380652,-651.578533,-507.6159980000001,0.0,49.018333757,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.3e-05
245,123,4,1,116,43,-215.497633,-607.028242,34.453692,-206.838859,-627.696606,0.0,49.653482979,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1e-05
246,53,2,1,105,87,467.989472,-833.110441,14.946632,442.11158200000006,-861.326405,0.0,50.076895405,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.9e-05
247,152,2,1,101,52,582.109562,-678.185172,14.123123,556.57648,-649.2401940000001,0.0,50.275220735,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1e-05
248,165,5,1,81,90,-54.201065,-861.942235,17.975376,-88.617249,-848.4655939999999,0.0,50.343746387,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.9e-05
249,25,2,1,1,42,-777.338496,-12.237611,39.527412,-787.051909,-6.541328,0.0,50.50940176,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2e-05
250,166,4,1,96,50,-584.2990179999999,-118.379065,31.200839,-576.6586679999999,-92.740373,0.0,50.771231409,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-2e-06
251,66,2,1,120,63,627.240864,888.929935,36.674954,612.8151740000001,900.5941939999999,0.0,51.394438675,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.8000000000000003e-05
252,122,2,1,24,18,633.48506,-15.566444,35.75565,627.9335570000001,-35.058179,0.0,51.717333,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2e-05
253,140,3,1,3,22,391.434416,-621.240727,24.73264,359.610428,-613.194821,0.0,52.345228189,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.5e-05
254,31,1,1,92,8,466.831093,523.138109,37.855276,452.017687,517.075925,0.0,52.678986456,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2e-05
255,143,2,1,8,48,437.560241,-767.214612,15.400852,400.127084,-774.3406309999999,0.0,52.789476526,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.8000000000000003e-05
256,188,3,1,46,2,-689.6881400000001,-307.836453,31.665779,-715.888976,-307.775555,0.0,52.859809111,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2e-05
257,80,3,1,125,52,-237.900905,-445.196528,20.481701,-270.646294,-459.248186,0.0,52.926556381000005,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-4e-06
258,81,2,1,10,60,324.297389,-434.289908,38.690804,310.542913,-432.546043,0.0,53.540636083,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.1e-05
259,174,1,1,123,14,852.817801,-403.397825,23.663727,841.0420720000001,-371.92451,0.0,53.593825833,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-8e-06
260,177,2,1,84,37,-745.215486,20.094436,28.986595,-755.769138,47.253432,0.0,53.858073106000006,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,4e-05
261,31,2,1,16,50,535.913277,-9.083158,28.643374,565.292712,-6.713052,0.0,53.953091802,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8e-05
262,68,1,1,7,63,-261.382917,-580.714098,30.858852,-234.434379,-577.4402769999999,0.0,54.356395521,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,4e-06
263,163,1,1,98,84,249.616751,796.926378,23.193615,220.781298,814.808826,0.0,54.547290343,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1e-05
264,175,4,1,130,23,-283.524267,-143.25098400000002,30.258136,-287.699221,-170.75051000000002,0.0,55.11142133600001,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3e-05
265,89,1,1,69,27,495.441874,-614.3345879999999,27.952601,483.057752,-586.8665070000001,0.0,55.14618728399999,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1e-06
266,194,3,1,137,89,781.801378,-128.255171,38.731136,771.084207,-119.638327,0.0,55.236851092,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7e-05
267,138,1,1,69,66,656.418798,-624.211689,40.748233,656.449354,-618.846134,0.0,55.334786022,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7e-05
268,82,1,1,88,30,-247.803405,-210.76276,27.705752,-225.076724,-190.635672,0.0,55.487223292,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,5e-06
269,194,4,1,136,16,841.22592,369.143609,27.069793,813.580407,355.281421,0.0,55.888200274,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-2e-05
270,198,2,1,21,83,273.908606,437.815051,31.297004,272.238676,464.402976,0.0,55.966173676,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4e-05
271,154,1,1,148,28,-670.736261,8.383577,36.312988,-655.2303440000001,19.791669,0.0,56.117717492,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4e-05
272,39,5,1,102,87,220.407401,175.070788,26.440137,206.63164,203.361409,0.0,56.196831041,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-05
273,41,3,1,51,70,129.689921,-164.493449,37.993548,114.11481299999998,-162.72644,0.0,56.369346087,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3e-05
274,9,2,1,73,63,748.172951,-373.150739,30.965564,730.2504799999999,-352.923849,0.0,56.761228356,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2e-05
275,154,2,1,135,89,-112.002086,686.666778,38.699627,-98.432114,689.3878480000001,0.0,56.804672987,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-6e-06
276,181,4,1,27,21,740.77271,697.50877,19.604127,755.431566,664.493548,0.0,56.910786408,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6e-05
277,190,2,1,21,63,758.8679559999999,-478.765267,40.559819,756.569304,-484.996354,0.0,56.930885977,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1e-05
278,134,3,1,104,68,-512.742307,433.424041,34.729748,-530.590255,420.598155,0.0,57.084190278,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.4e-05
279,41,4,1,143,91,-314.83532599999995,122.940372,34.874238,-298.023022,136.736886,0.0,57.432957229,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-2e-06
280,89,2,1,39,76,-310.994692,209.090743,30.306864,-338.728975,210.321313,0.0,57.479539743,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,9e-06
281,23,1,1,87,4,-430.5382780000001,25.242291,38.651907,-438.419525,36.780336,0.0,57.65086981100001,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,5e-06
282,172,2,1,49,48,629.817499,-345.819275,30.37149,645.943926,-368.329658,0.0,58.07991601,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.4e-05
283,182,1,1,94,55,198.03534,588.933445,29.379576,171.951704,576.863089,0.0,58.150249258,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1e-05
284,110,4,1,41,60,830.376181,312.053922,20.845729,844.1035410000001,279.400859,0.0,58.318730561,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.2e-05
285,21,2,1,11,55,247.232055,-474.610104,22.381108,248.661104,-440.168066,0.0,58.5232415,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-06
286,82,2,1,125,14,-164.03381399999998,157.342315,27.84968,-192.361639,146.799991,0.0,58.551840893000005,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2e-05
287,100,1,1,54,35,779.722755,168.12967700000002,34.70511,795.676264,183.303749,0.0,59.016273117,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9e-05
288,173,1,1,15,49,292.918625,344.984785,18.290301,267.796516,318.085845,0.0,59.335063965,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9e-05
289,115,2,1,91,24,552.043569,797.887622,25.387273,570.349217,824.52589,0.0,59.51382401,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.9e-05
290,77,1,1,68,71,-66.930389,-143.187934,35.238107,-65.509426,-164.29402,0.0,59.672047177,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,3e-06
291,141,5,1,70,34,545.700739,-700.5807530000001,31.563228,531.473932,-722.729604,0.0,59.716201365,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3e-05
292,194,5,1,7,6,143.539477,66.5041,22.007577,133.530376,99.741032,0.0,59.762215063,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1e-05
293,62,2,1,96,81,-135.996275,-52.694351,35.710749,-144.553655,-71.152985,0.0,59.936885803,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-3e-05
